kode,nama,program_kode,anggaran,satuan_kerja,satuan_kerja_id
5.03.01.1.09,Pemeliharaan Barang Milik Daerah Penunjang Urusan Pemerintahan Daerah,5.03.01,716985000,Badan Kepegawaian Daerah,1030
1.03.09.1.01,Penyelenggaraan Penataan Bangunan dan Lingkungan di Kawasan Strategis Daerah Provinsi dan Lintas Daerah Kabupaten/Kota,1.03.09,55988176785,Dinas Perumahan dan Permukiman,1012
3.31.01.1.07,Pengadaan Barang Milik Daerah Penunjang Urusan Pemerintah Daerah,3.31.01,35853000,Dinas Perindustrian dan Perdagangan,1015
3.27.02.1.03,"Pengelolaan Sumber Daya Genetik (SDG) Hewan, Tumbuhan, dan Mikro Organisme Kewenangan Provinsi",3.27.02,123102732,Dinas Tanaman Pangan dan Hortikultura,1016
8.01.05.1.01,"Perumusan Kebijakan Teknis dan Pemantapan Pelaksanaan Bidang Ketahanan Ekonomi, Sosial dan Budaya",8.01.05,834000000,Badan Kesatuan Bangsa dan Politik,1035
3.30.03.1.01,Pembangunan dan Pengelolaan Pusat Distribusi Regional dan Pusat Distribusi Provinsi serta Pasar Lelang Komoditas,3.30.03,14842686140,Dinas Perindustrian dan Perdagangan,1015
5.05.02.1.03,Penelitian dan Pengembangan Bidang Ekonomi dan Pembangunan,5.05.02,1169000000,Badan Penelitian dan Pengembangan Daerah,1045
2.09.03.1.04,Promosi Pencapaian Target Konsumsi Pangan Perkapita/Tahun sesuai dengan Angka Kecukupan Gizi melalui Media Provinsi,2.09.03,300000000,Dinas Ketahanan Pangan dan Peternakan,1017
5.04.01.1.06,Administrasi Umum Perangkat Daerah,5.04.01,1652163642,Badan Pengembangan Sumber Daya Manusia,1031
1.03.01.1.02,Administrasi Keuangan Perangkat Daerah,1.03.01,52955505614,Dinas Sumber Daya Air,1011
4.01.07.1.03,Pembinaan dan Advokasi Pengadaan Barang dan Jasa,4.01.07,1099767520,Sekretariat Daerah,1001
2.07.03.1.01,Pelaksanaan Latihan Kerja berdasarkan Klaster Kompetensi,2.07.03,3402021551,Dinas Tenaga Kerja dan Transmigrasi,1007
2.09.01.1.09,Pemeliharaan Barang Milik Daerah Penunjang Urusan Pemerintahan Daerah,2.09.01,6669483470,Dinas Ketahanan Pangan dan Peternakan,1017
3.27.02.1.02,"Pengawasan Mutu, Penyediaan dan Peredaran Benih Tanaman",3.27.02,1501881798,Dinas Tanaman Pangan dan Hortikultura,1016
5.02.03.1.01,Pengelolaan Barang Milik Daerah,5.02.03,16873909657,Badan Pengelolaan Keuangan dan Aset Daerah,1024
2.23.03.1.03,Pelestarian Naskah Kuno Milik Daerah Provinsi,2.23.03,26175000,Dinas Perpustakaan dan Kearsipan,1040
2.19.04.1.01,Pembinaan dan Pengembangan Organisasi Kepramukaan,2.19.04,6995000000,Dinas Pemuda dan Olahraga,1021
3.28.01.1.09,Pemeliharaan Barang Milik Daerah Penunjang Urusan Pemerintahan Daerah,3.28.01,2354934930,Dinas Kehutanan,1019
1.05.01.1.06,Administrasi Umum Perangkat Daerah,1.05.01,2434517383,Badan Penanggulangan Bencana Daerah,1080
3.28.01.1.08,Penyediaan Jasa Penunjang Urusan Pemerintahan Daerah,3.28.01,13198753416,Dinas Kehutanan,1019
3.28.01.1.10,Peningkatan Pelayanan BLUD,3.28.01,2500000000,Dinas Kehutanan,1019
1.02.02.1.02,"Penyediaan Layanan Kesehatan untuk UKP Rujukan, UKM dan UKM Rujukan Tingkat Daerah Provinsi",1.02.02,437581601325,Dinas Kesehatan,1004
2.11.02.1.02,Penyelenggaraan Kajian Lingkungan Hidup Strategis (KLHS) Provinsi,2.11.02,360151840,Dinas Lingkungan Hidup,1034
1.04.01.1.01,"Perencanaan, Penganggaran, dan Evaluasi Kinerja Perangkat Daerah",1.04.01,1300000000,Dinas Perumahan dan Permukiman,1012
1.06.03.1.01,Pemulangan Warga Negara Migran Korban Tindak Kekerasan dari Titik Debarkasi di Daerah Provinsi untuk dipulangkan Ke Daerah Kabupaten/Kota Asal,1.06.03,141144500,Dinas Sosial,1006
3.27.01.1.06,Administrasi Umum Perangkat Daerah,3.27.01,5054789679,Dinas Tanaman Pangan dan Hortikultura,1016
2.18.05.1.01,Pengendalian Pelaksanaan Penanaman Modal yang Menjadi Kewenangan Daerah Provinsi,2.18.05,1048391000,Dinas Penanaman Modal dan Pelayanan Terpadu Satu Pintu,1046
1.03.01.1.08,Penyediaan Jasa Penunjang Urusan Pemerintahan Daerah,1.03.01,17221020558,Dinas Bina Marga dan Penataan Ruang,1010
6.01.01.1.01,"Perencanaan, Penganggaran, dan Evaluasi Kinerja Perangkat Daerah",6.01.01,327722250,Inspektorat,1025
2.21.02.1.01,Penyelenggaraan Persandian untuk Pengamanan Informasi Pemerintah Daerah Provinsi,2.21.02,1519178228,Dinas Komunikasi dan Informatika,1022
2.10.10.1.01,Perencanaan Penggunaan Tanah yang Hamparannya Lintas Daerah Kabupaten/Kota dalam 1 (satu) Daerah Provinsi,2.10.10,725000000,Dinas Perumahan dan Permukiman,1012
2.13.02.1.01,"Penatausahaan Penetapan Susunan Kelembagaan, Pengisian Jabatan, dan Masa Jabatan Kepala Desa dan Desa Adat",2.13.02,464000000,Dinas Pemberdayaan Masyarakat dan Desa,1042
3.32.03.1.01,Penataan Persebaran Penduduk yang Berasal dari Lintas Daerah Kabupaten/Kota dalam 1 (Satu) Daerah Provinsi,3.32.03,343688300,Dinas Tenaga Kerja dan Transmigrasi,1007
5.01.03.1.01,Koordinasi Perencanaan Bidang Pemerintahan dan Pembangunan Manusia,5.01.03,4692000000,Badan Perencanaan Pembangunan Daerah,1026
5.05.02.1.01,Penelitian dan Pengembangan Bidang Penyelenggaraan Pemerintahan dan Pengkajian Peraturan,5.05.02,344800000,Badan Penelitian dan Pengembangan Daerah,1045
5.01.01.1.05,Administrasi Kepegawaian Perangkat Daerah,5.01.01,1343573000,Badan Perencanaan Pembangunan Daerah,1026
2.23.01.1.07,Pengadaan Barang Milik Daerah Penunjang Urusan Pemerintah Daerah,2.23.01,194076506,Dinas Perpustakaan dan Kearsipan,1040
1.06.04.1.01,Rehabilitasi Sosial Dasar Penyandang Disabilitas Terlantar di dalam Panti,1.06.04,1832973816,Dinas Sosial,1006
1.03.04.1.01,Pengembangan Sistem dan Pengelolaan Persampahan Regional,1.03.04,2493283499,Dinas Perumahan dan Permukiman,1012
4.01.01.1.13,Fasilitasi Materi dan Komunikasi Pimpinan,4.01.01,15977600892,Sekretariat Daerah,1001
6.01.03.1.01,Perumusan Kebijakan Teknis di Bidang Pengawasan dan Fasilitasi Pengawasan,6.01.03,2622320972,Inspektorat,1025
2.17.02.1.02,"Penerbitan Izin Pembukaan Kantor Cabang, Cabang Pembantu dan Kantor Kas Koperasi Simpan Pinjam untuk Koperasi dengan Wilayah Keanggotaan Lintas Daerah Kabupaten/Kota dalam 1 (satu) Daerah Provinsi",2.17.02,191780050,Dinas Koperasi dan Usaha Kecil,1014
4.02.01.1.16,Layanan Adminstrasi DPRD,4.02.01,15682399119,Sekretariat Dewan Perwakilan Rakyat Daerah,1002
3.31.02.1.01,"Penyusunan, Penerapan, dan Evaluasi Rencana Pembangunan Industri Provinsi",3.31.02,5601091351,Dinas Perindustrian dan Perdagangan,1015
2.19.03.1.02,Penyelenggaraan Kejuaraan Olahraga,2.19.03,11809644204,Dinas Pemuda dan Olahraga,1021
2.09.03.1.01,Penyediaan dan Penyaluran Pangan Pokok atau Pangan Lainnya sesuai dengan Kebutuhan Daerah Provinsi dalam rangka Stabilisasi Pasokan dan Harga Pangan,2.09.03,599816800,Dinas Ketahanan Pangan dan Peternakan,1017
5.05.01.1.09,Pemeliharaan Barang Milik Daerah Penunjang Urusan Pemerintahan Daerah,5.05.01,463691299,Badan Penelitian dan Pengembangan Daerah,1045
5.05.02.1.04,Pengembangan Inovasi dan Teknologi,5.05.02,239160000,Badan Penelitian dan Pengembangan Daerah,1045
1.02.02.1.04,Penerbitan Izin Rumah Sakit Kelas B dan Fasilitas Pelayanan Kesehatan Tingkat Daerah Provinsi,1.02.02,2383061120,Dinas Kesehatan,1004
1.02.01.1.02,Administrasi Keuangan Perangkat Daerah,1.02.01,530755402382,Dinas Kesehatan,1004
2.14.03.1.01,"Pengembangan Desain Program, Pengelolaan dan Pelaksanaan Advokasi, Komunikasi, Informasi dan Edukasi (KIE) Pengendalian Penduduk dan Keluarga Berencana (KB) Sesuai Kearifan Budaya Lokal",2.14.03,80000000,"Dinas Pemberdayaan Perempuan, Perlindungan Anak, dan Keluarga Berencana",1041
1.06.02.1.02,Pemberdayaan Potensi Sumber Kesejahteraan Sosial Provinsi,1.06.02,11092017738,Dinas Sosial,1006
2.15.01.1.09,Pemeliharaan Barang Milik Daerah Penunjang Urusan Pemerintahan Daerah,2.15.01,631626000,Badan Penghubung,1043
1.02.01.1.05,Administrasi Kepegawaian Perangkat Daerah,1.02.01,7539931976,Dinas Kesehatan,1004
2.13.01.1.09,Pemeliharaan Barang Milik Daerah Penunjang Urusan Pemerintahan Daerah,2.13.01,2957297054,Dinas Pemberdayaan Masyarakat dan Desa,1042
3.25.06.1.03,Penyediaan dan Penyaluran Bahan Baku Industri Pengolahan Ikan Lintas Daerah Kabupaten/Kota dalam 1 (satu) Daerah Provinsi,3.25.06,398280000,Dinas Kelautan dan Perikanan,1018
2.11.05.1.01,Pengumpulan Limbah B3 Lintas Daerah Kabupaten/Kota dalam 1 (satu) Daerah Provinsi,2.11.05,162735500,Dinas Lingkungan Hidup,1034
3.28.04.1.02,Perlindungan Tumbuhan dan Satwa Liar yang Tidak Dilindungi dan/atau Tidak Masuk dalam Lampiran (Appendix) CITES (Convension On International Trade In Endangered Species) untuk Kewenangan Daerah Provinsi,3.28.04,100000000,Dinas Kehutanan,1019
4.01.05.1.02,Fasilitasi Bantuan Hukum,4.01.05,2283793217,Sekretariat Daerah,1001
2.17.04.1.01,Penilaian Kesehatan Koperasi Simpan Pinjam/Unit Simpan Pinjam Koperasi yang Wilayah Keanggotaanya Lintas Daerah Kabupaten/Kota dalam 1 (satu) Daerah Provinsi,2.17.04,411967000,Dinas Koperasi dan Usaha Kecil,1014
2.23.01.1.01,"Perencanaan, Penganggaran, dan Evaluasi Kinerja Perangkat Daerah",2.23.01,150870175,Dinas Perpustakaan dan Kearsipan,1040
5.05.01.1.08,Penyediaan Jasa Penunjang Urusan Pemerintahan Daerah,5.05.01,2277855340,Badan Penelitian dan Pengembangan Daerah,1045
3.26.02.1.03,Pengelolaan Destinasi Pariwisata Provinsi,3.26.02,732130951,Dinas Pariwisata dan Kebudayaan,1009
3.27.02.1.03,"Pengelolaan Sumber Daya Genetik (SDG) Hewan, Tumbuhan, dan Mikro Organisme Kewenangan Provinsi",3.27.02,10972415647,Dinas Ketahanan Pangan dan Peternakan,1017
2.18.06.1.01,Urusan Pengelolaan Data dan Informasi Perizinan dan Non Perizinan Penanaman Modal yang Terintegrasi pada Tingkat Daerah Provinsi,2.18.06,524941840,Dinas Penanaman Modal dan Pelayanan Terpadu Satu Pintu,1046
2.08.01.1.07,Pengadaan Barang Milik Daerah Penunjang Urusan Pemerintah Daerah,2.08.01,164270000,"Dinas Pemberdayaan Perempuan, Perlindungan Anak, dan Keluarga Berencana",1041
3.27.06.1.01,Penerbitan Izin Usaha Pertanian yang Kegiatan Usahanya dalam Daerah Kabupaten/Kota,3.27.06,133770836,Dinas Tanaman Pangan dan Hortikultura,1016
5.04.01.1.07,Pengadaan Barang Milik Daerah Penunjang Urusan Pemerintah Daerah,5.04.01,142439180,Badan Pengembangan Sumber Daya Manusia,1031
1.05.01.1.08,Penyediaan Jasa Penunjang Urusan Pemerintahan Daerah,1.05.01,2698747704,Badan Penanggulangan Bencana Daerah,1080
5.01.02.1.02,Analisis Data dan Informasi Pemerintahan Daerah Bidang Perencanaan Pembangunan Daerah,5.01.02,2300000000,Badan Perencanaan Pembangunan Daerah,1026
2.18.03.1.01,Penyelenggaraan Promosi Penanaman Modal yang Menjadi Kewenangan Daerah Provinsi,2.18.03,1966500000,Dinas Penanaman Modal dan Pelayanan Terpadu Satu Pintu,1046
3.28.01.1.07,Pengadaan Barang Milik Daerah Penunjang Urusan Pemerintah Daerah,3.28.01,60680000,Dinas Kehutanan,1019
2.23.02.1.01,Pengelolaan Perpustakaan Tingkat Daerah Provinsi,2.23.02,512216250,Dinas Perpustakaan dan Kearsipan,1040
3.27.02.1.06,Pengawasan Peredaran Obat Hewan di Tingkat Distributor,3.27.02,25806432,Dinas Ketahanan Pangan dan Peternakan,1017
2.11.01.1.01,"Perencanaan, Penganggaran, dan Evaluasi Kinerja Perangkat Daerah",2.11.01,800000000,Dinas Lingkungan Hidup,1034
2.12.04.1.03,Pembinaan dan Pengawasan Pengelolaan Informasi Administrasi Kependudukan Provinsi,2.12.04,374538138,Dinas Kependudukan dan Pencatatan Sipil,1023
4.01.01.1.14,Fasilitasi Keprotokolan,4.01.01,7632087674,Sekretariat Daerah,1001
3.29.05.1.04,Pelaksanaan Konservasi Energi di Wilayah Provinsi,3.29.05,1518394424,Dinas Energi dan Sumber Daya Mineral,1013
4.02.02.1.04,Peningkatan Kapasitas DPRD,4.02.02,3222979840,Sekretariat Dewan Perwakilan Rakyat Daerah,1002
2.19.01.1.02,Administrasi Keuangan Perangkat Daerah,2.19.01,23204087109,Dinas Pemuda dan Olahraga,1021
5.05.01.1.05,Administrasi Kepegawaian Perangkat Daerah,5.05.01,229400000,Badan Penelitian dan Pengembangan Daerah,1045
5.02.04.1.01,Kegiatan Pengelolaan Pendapatan Daerah,5.02.04,17847853030,Badan Pendapatan Daerah,1005
5.03.01.1.01,"Perencanaan, Penganggaran, dan Evaluasi Kinerja Perangkat Daerah",5.03.01,322202500,Badan Kepegawaian Daerah,1030
1.06.04.1.05,Rehabilitasi Sosial bagi Penyandang Masalah Kesejahteraan Sosial (PMKS) Lainnya di Luar HIV/AIDS dan NAPZA di dalam Panti,1.06.04,997213000,Dinas Sosial,1006
4.02.01.1.06,Administrasi Umum Perangkat Daerah,4.02.01,21172639439,Sekretariat Dewan Perwakilan Rakyat Daerah,1002
2.13.01.1.08,Penyediaan Jasa Penunjang Urusan Pemerintahan Daerah,2.13.01,7548084530,Dinas Pemberdayaan Masyarakat dan Desa,1042
5.02.01.1.04,Administrasi Pendapatan Daerah Kewenangan Perangkat Daerah,5.02.01,338463000,Badan Pendapatan Daerah,1005
2.15.02.1.05,Pelaksanaan Manajemen dan Rekayasa Lalu Lintas untuk Jaringan Jalan Provinsi,2.15.02,5881720960,Dinas Perhubungan,1008
1.05.01.1.06,Administrasi Umum Perangkat Daerah,1.05.01,657315468,Satuan Polisi dan Pamong Praja,1027
1.03.01.1.05,Administrasi Kepegawaian Perangkat Daerah,1.03.01,0,Dinas Sumber Daya Air,1011
3.27.07.1.03,Pengembangan Kapasitas Kelembagaan Ekonomi Petani Berbasis Kawasan,3.27.07,1052159651,Dinas Tanaman Pangan dan Hortikultura,1016
8.01.01.1.06,Administrasi Umum Perangkat Daerah,8.01.01,2394588389,Badan Kesatuan Bangsa dan Politik,1035
4.01.05.1.01,Fasilitasi Penyusunan Perundang-Undangan,4.01.05,3942218612,Sekretariat Daerah,1001
2.08.01.1.08,Penyediaan Jasa Penunjang Urusan Pemerintahan Daerah,2.08.01,3410879396,"Dinas Pemberdayaan Perempuan, Perlindungan Anak, dan Keluarga Berencana",1041
4.02.02.1.06,Pelaksanaan dan Pengawasan Kode Etik DPRD,4.02.02,160738027,Sekretariat Dewan Perwakilan Rakyat Daerah,1002
5.02.01.1.08,Penyediaan Jasa Penunjang Urusan Pemerintahan Daerah,5.02.01,86237170308,Badan Pendapatan Daerah,1005
4.01.01.1.06,Administrasi Umum Perangkat Daerah,4.01.01,41767406134,Sekretariat Daerah,1001
2.10.08.1.02,Inventarisasi dan Pemanfaatan Tanah Kosong,2.10.08,275000000,Dinas Perumahan dan Permukiman,1012
3.25.06.1.02,Pembinaan Mutu dan Keamanan Hasil Perikanan bagi Usaha Pengolahan dan Pemasaran Skala Menengah dan Besar,3.25.06,1301633800,Dinas Kelautan dan Perikanan,1018
3.27.01.1.01,"Perencanaan, Penganggaran, dan Evaluasi Kinerja Perangkat Daerah",3.27.01,1567541408,Dinas Perkebunan,1020
2.09.01.1.02,Administrasi Keuangan Perangkat Daerah,2.09.01,62954704512,Dinas Ketahanan Pangan dan Peternakan,1017
3.26.01.1.08,Penyediaan Jasa Penunjang Urusan Pemerintahan Daerah,3.26.01,6974345512,Dinas Pariwisata dan Kebudayaan,1009
5.01.01.1.08,Penyediaan Jasa Penunjang Urusan Pemerintahan Daerah,5.01.01,6487328141,Badan Perencanaan Pembangunan Daerah,1026
1.04.01.1.08,Penyediaan Jasa Penunjang Urusan Pemerintahan Daerah,1.04.01,17200383363,Dinas Perumahan dan Permukiman,1012
1.02.01.1.01,"Perencanaan, Penganggaran, dan Evaluasi Kinerja Perangkat Daerah",1.02.01,2422188534,Dinas Kesehatan,1004
2.15.02.1.03,Pengelolaan Terminal Penumpang Tipe B,2.15.02,59168050000,Dinas Perhubungan,1008
5.02.02.1.02,Pembinaan Pengelolaan Keuangan Daerah Kabupaten/Kota,5.02.02,887702158,Badan Pengelolaan Keuangan dan Aset Daerah,1024
3.31.04.1.01,"Penyediaan Informasi Industri untuk IUI, IPUI, IUKI, dan IPKI Kewenangan Provinsi Berbasis Sistem Informasi Industri Nasional (SIINas)",3.31.04,485089430,Dinas Perindustrian dan Perdagangan,1015
2.11.03.1.03,Pemulihan Pencemaran dan/atau Kerusakan Lingkungan Hidup,2.11.03,212416340,Dinas Lingkungan Hidup,1034
3.27.05.1.01,Pengendalian dan Penanggulangan Bencana Pertanian Provinsi,3.27.05,2983336975,Dinas Perkebunan,1020
1.03.12.1.03,Koordinasi dan Sinkronisasi Pemanfataan Ruang Daerah Provinsi,1.03.12,2743305600,Dinas Bina Marga dan Penataan Ruang,1010
1.01.01.1.03,Administrasi Barang Milik Daerah pada Perangkat Daerah,1.01.01,100000000,Dinas Pendidikan,1003
5.02.02.1.01,Koordinasi dan Penyusunan Rencana Anggaran Daerah,5.02.02,4688533703,Badan Pengelolaan Keuangan dan Aset Daerah,1024
3.26.03.1.01,"Pemasaran Pariwisata Dalam dan Luar Negeri Daya Tarik, Destinasi dan Kawasan Strategis Pariwisata Provinsi",3.26.03,13326104019,Dinas Pariwisata dan Kebudayaan,1009
3.29.06.1.02,Penatausahaan Izin Operasi yang Fasilitas Instalasinya dalam Daerah Provinsi,3.29.06,1422186191,Dinas Energi dan Sumber Daya Mineral,1013
2.23.01.1.09,Pemeliharaan Barang Milik Daerah Penunjang Urusan Pemerintahan Daerah,2.23.01,1146590097,Dinas Perpustakaan dan Kearsipan,1040
4.02.01.1.15,Layanan Keuangan dan Kesejahteraan DPRD,4.02.01,169310621600,Sekretariat Dewan Perwakilan Rakyat Daerah,1002
3.29.02.1.03,Penetapan Nilai Perolehan Air Tanah dalam Daerah Provinsi,3.29.02,1122885811,Dinas Energi dan Sumber Daya Mineral,1013
2.07.04.1.03,Pengelolaan Informasi Pasar Kerja,2.07.04,101441840,Dinas Tenaga Kerja dan Transmigrasi,1007
6.01.01.1.09,Pemeliharaan Barang Milik Daerah Penunjang Urusan Pemerintahan Daerah,6.01.01,1208716000,Inspektorat,1025
5.01.03.1.03,Koordinasi Perencanaan Bidang Infrastruktur dan Kewilayahan,5.01.03,4437887162,Badan Perencanaan Pembangunan Daerah,1026
2.07.03.1.02,Pelaksanaan Akreditasi Lembaga Pelatihan Kerja,2.07.03,509261680,Dinas Tenaga Kerja dan Transmigrasi,1007
1.05.01.1.01,"Perencanaan, Penganggaran, dan Evaluasi Kinerja Perangkat Daerah",1.05.01,103473000,Satuan Polisi dan Pamong Praja,1027
3.26.01.1.02,Administrasi Keuangan Perangkat Daerah,3.26.01,32275642531,Dinas Pariwisata dan Kebudayaan,1009
4.01.07.1.02,Pengelolaan Layanan Pengadaan Secara Elektronik,4.01.07,2084289800,Sekretariat Daerah,1001
5.01.02.1.03,"Pengendalian, Evaluasi dan Pelaporan Bidang Perencanaan Pembangunan Daerah",5.01.02,4248000000,Badan Perencanaan Pembangunan Daerah,1026
5.03.01.1.07,Pengadaan Barang Milik Daerah Penunjang Urusan Pemerintah Daerah,5.03.01,517533273,Badan Kepegawaian Daerah,1030
2.12.01.1.05,Administrasi Kepegawaian Perangkat Daerah,2.12.01,230000000,Dinas Kependudukan dan Pencatatan Sipil,1023
2.18.01.1.01,"Perencanaan, Penganggaran, dan Evaluasi Kinerja Perangkat Daerah",2.18.01,200058160,Dinas Penanaman Modal dan Pelayanan Terpadu Satu Pintu,1046
3.31.01.1.06,Administrasi Umum Perangkat Daerah,3.31.01,8069738774,Dinas Perindustrian dan Perdagangan,1015
2.10.02.1.01,Pemberian Izin Lokasi Lintas Daerah Kabupaten/Kota dalam 1 (satu) Daerah Provinsi,2.10.02,150000000,Dinas Perumahan dan Permukiman,1012
3.29.06.1.06,"Penganggaran untuk Kelompok Masyarakat Tidak Mampu, Pembangunan Sarana Penyediaan Tenaga Listrik Belum Berkembang, Daerah Terpencil dan Perdesaan",3.29.06,1272550280,Dinas Energi dan Sumber Daya Mineral,1013
2.11.03.1.01,Pencegahan Pencemaran dan/atau Kerusakan Lingkugan Hidup,2.11.03,4453563480,Dinas Lingkungan Hidup,1034
1.01.01.1.05,Administrasi Kepegawaian Perangkat Daerah,1.01.01,678840000,Dinas Pendidikan,1003
3.27.01.1.01,"Perencanaan, Penganggaran, dan Evaluasi Kinerja Perangkat Daerah",3.27.01,1466131135,Dinas Tanaman Pangan dan Hortikultura,1016
5.03.02.1.03,Pengembangan Kompetensi ASN,5.03.02,4722722500,Badan Kepegawaian Daerah,1030
1.01.01.1.02,Administrasi Keuangan Perangkat Daerah,1.01.01,4188569765230,Dinas Pendidikan,1003
3.28.01.1.02,Administrasi Keuangan Perangkat Daerah,3.28.01,158259952078,Dinas Kehutanan,1019
4.02.01.1.09,Pemeliharaan Barang Milik Daerah Penunjang Urusan Pemerintahan Daerah,4.02.01,7524899992,Sekretariat Dewan Perwakilan Rakyat Daerah,1002
3.29.01.1.09,Pemeliharaan Barang Milik Daerah Penunjang Urusan Pemerintahan Daerah,3.29.01,3194300496,Dinas Energi dan Sumber Daya Mineral,1013
2.24.02.1.03,Pengelolaan Simpul Jaringan dalam Sistem Informasi Kearsipan Nasional Tingkat Provinsi,2.24.02,40625000,Dinas Perpustakaan dan Kearsipan,1040
5.04.01.1.09,Pemeliharaan Barang Milik Daerah Penunjang Urusan Pemerintahan Daerah,5.04.01,2098641854,Badan Pengembangan Sumber Daya Manusia,1031
1.03.03.1.01,Pengelolaan dan Pengembangan Sistem Penyediaan Air Minum (SPAM) Lintas Kabupaten/Kota,1.03.03,7100000000,Dinas Perumahan dan Permukiman,1012
2.15.03.1.01,Penerbitan Izin Usaha Angkutan Laut bagi Badan Usaha yang Berdomisili dalam Wilayah dan Beroperasi pada Lintas Pelabuhan antar Daerah Kabupaten/Kota dalam Wilayah Daerah Provinsi,2.15.03,70000000,Dinas Perhubungan,1008
1.02.02.1.01,"Penyediaan Fasilitas Pelayanan, Sarana, Prasarana dan Alat Kesehatan untuk UKP Rujukan, UKM dan UKM Rujukan Tingkat Daerah Provinsi",1.02.02,237015217307,Dinas Kesehatan,1004
1.06.01.1.01,"Perencanaan, Penganggaran, dan Evaluasi Kinerja Perangkat Daerah",1.06.01,344818923,Dinas Sosial,1006
5.05.01.1.06,Administrasi Umum Perangkat Daerah,5.05.01,1428826261,Badan Penelitian dan Pengembangan Daerah,1045
5.02.01.1.01,"Perencanaan, Penganggaran, dan Evaluasi Kinerja Perangkat Daerah",5.02.01,1281511330,Badan Pendapatan Daerah,1005
3.26.02.1.01,Pengelolaan Daya Tarik Wisata Provinsi,3.26.02,2430900000,Dinas Pariwisata dan Kebudayaan,1009
2.14.04.1.01,Pengelolaan Pelaksanaan Desain Program Pembangunan Keluarga Melalui Pembinaan Ketahanan dan Kesejahteraan Keluarga,2.14.04,9481427800,"Dinas Pemberdayaan Perempuan, Perlindungan Anak, dan Keluarga Berencana",1041
2.15.05.1.03,Penetapan Jaringan Jalur Kereta Api yang Jaringannya Melebihi Wilayah 1 (satu) Daerah Kabupaten/Kota dalam 1 (satu) Daerah Provinsi,2.15.05,650000000,Dinas Perhubungan,1008
3.27.01.1.05,Administrasi Kepegawaian Perangkat Daerah,3.27.01,452270000,Dinas Perkebunan,1020
2.23.02.1.02,Pembudayaan Gemar Membaca Tingkat Daerah Provinsi,2.23.02,144333035,Dinas Perpustakaan dan Kearsipan,1040
2.13.04.1.01,Pembinaan dan Pengawasan Penyelenggaraan Pemerintahan Desa,2.13.04,40864810854,Dinas Pemberdayaan Masyarakat dan Desa,1042
5.05.02.1.02,Penelitian dan Pengembangan Bidang Sosial dan Kependudukan,5.05.02,1274900000,Badan Penelitian dan Pengembangan Daerah,1045
3.27.02.1.01,Pengawasan Peredaran Sarana Pertanian,3.27.02,891860875,Dinas Tanaman Pangan dan Hortikultura,1016
2.11.01.1.06,Administrasi Umum Perangkat Daerah,2.11.01,5888623078,Dinas Lingkungan Hidup,1034
1.02.01.1.09,Pemeliharaan Barang Milik Daerah Penunjang Urusan Pemerintahan Daerah,1.02.01,12871127021,Dinas Kesehatan,1004
2.17.08.1.01,Pengembangan Usaha Kecil dengan Orientasi Peningkatan Skala Usaha Menjadi Usaha Menengah,2.17.08,6686491700,Dinas Koperasi dan Usaha Kecil,1014
5.04.02.1.01,Pengembangan Kompetensi Teknis,5.04.02,1733080220,Badan Pengembangan Sumber Daya Manusia,1031
5.03.02.1.01,"Pengadaan, Pemberhentian dan Informasi Kepegawaian ASN",5.03.02,8035340050,Badan Kepegawaian Daerah,1030
5.02.02.1.05,Penunjang Urusan Kewenangan Pengelolaan Keuangan Daerah,5.02.02,12747865195518,Badan Pengelolaan Keuangan dan Aset Daerah,1024
8.01.01.1.05,Administrasi Kepegawaian Perangkat Daerah,8.01.01,50000000,Badan Kesatuan Bangsa dan Politik,1035
8.01.06.1.01,Perumusan Kebijakan Teknis dan Pelaksanaan Pemantapan Kewaspadaan Nasional dan Penanganan Konflik Sosial,8.01.06,1168000000,Badan Kesatuan Bangsa dan Politik,1035
4.01.03.1.02,Pelaksanaan Otonomi Daerah,4.01.03,3193883680,Sekretariat Daerah,1001
1.04.02.1.01,Pendataan Penyediaan dan Rehabilitasi Rumah Korban Bencana atau Relokasi Program Provinsi,1.04.02,100000000,Dinas Perumahan dan Permukiman,1012
1.06.01.1.05,Administrasi Kepegawaian Perangkat Daerah,1.06.01,209540000,Dinas Sosial,1006
2.16.01.1.02,Administrasi Keuangan Perangkat Daerah,2.16.01,26002375683,Dinas Komunikasi dan Informatika,1022
2.15.03.1.09,"Pembangunan, Penerbitan Izin Pembangunan dan Pengoperasian Pelabuhan Pengumpan Regional",2.15.03,820000000,Dinas Perhubungan,1008
5.03.02.1.04,Penilaian dan Evaluasi Kinerja Aparatur,5.03.02,1611649400,Badan Kepegawaian Daerah,1030
5.05.01.1.01,"Perencanaan, Penganggaran, dan Evaluasi Kinerja Perangkat Daerah",5.05.01,75000000,Badan Penelitian dan Pengembangan Daerah,1045
3.25.05.1.01,Pengawasan Sumber Daya Kelautan dan Perikanan sampai dengan 12 Mil,3.25.05,2660856403,Dinas Kelautan dan Perikanan,1018
2.11.09.1.01,Pemberian Penghargaan Lingkungan Hidup Tingkat Daerah Provinsi,2.11.09,504509200,Dinas Lingkungan Hidup,1034
2.17.06.1.01,Pemberdayaan dan Perlindungan Koperasi yang Keanggotaannya Lintas Daerah Kabupaten/Kota dalam 1 (satu) Daerah Provinsi,2.17.06,3435536403,Dinas Koperasi dan Usaha Kecil,1014
