kode,nama,anggaran,kegiatan_kode,satuan_kerja,satuan_kerja_id
3.25.06.1.03.01,Pemetaaan dan Pemantauan Kebutuhan Bahan Baku Usaha Pengolahan/Distribusi Ikan Lintas Daerah Kabupaten/Kota dalam 1 (satu) Daerah Provinsi,148280000,3.25.06.1.03,Dinas Kelautan dan Perikanan,1018
3.25.06.1.03.02,Pemberian Insentif dan Fasilitasi bagi Pelaku Usaha Perikanan Lintas Daerah Kabupaten/Kota dalam 1 (satu) Daerah Provinsi,250000000,3.25.06.1.03,Dinas Kelautan dan Perikanan,1018
3.26.02.1.01.02,Perancangan dan Perencanaan Pengembangan Daya Tarik Wisata Unggulan Provinsi,180000000,3.26.02.1.01,Dinas Pariwisata dan Kebudayaan,1009
3.26.02.1.01.03,Pengembangan Daya Tarik Wisata Unggulan Provinsi,2250900000,3.26.02.1.01,Dinas Pariwisata dan Kebudayaan,1009
3.26.02.1.02.02,Perencanaan Kawasan Strategis Pariwisata Provinsi,1504144000,3.26.02.1.02,Dinas Pariwisata dan Kebudayaan,1009
3.26.02.1.03.06,Pemberdayaan Masyarakat dalam Pengelolaan Destinasi Pariwisata Provinsi,732130951,3.26.02.1.03,Dinas Pariwisata dan Kebudayaan,1009
3.26.03.1.01.01,"Penguatan Promosi Melalui Media Cetak, Elektronik, dan Media Lainnya Baik Dalam dan Luar Negeri",7610000000,3.26.03.1.01,Dinas Pariwisata dan Kebudayaan,1009
3.26.03.1.01.02,Fasilitasi Kegiatan Pemasaran Pariwisata Baik Dalam dan Luar Negeri,750000000,3.26.03.1.01,Dinas Pariwisata dan Kebudayaan,1009
3.26.03.1.01.03,"Penyediaan Data dan Penyebaran Informasi Pariwisata Provinsi, Baik Dalam dan Luar Negeri",3912199176,3.26.03.1.01,Dinas Pariwisata dan Kebudayaan,1009
3.26.03.1.01.04,Peningkatan Kerja Sama dan Kemitraan Pariwisata Dalam dan Luar Negeri,1053904843,3.26.03.1.01,Dinas Pariwisata dan Kebudayaan,1009
3.26.05.1.01.01,Pengembangan Kompetensi SDM Pariwisata dan Ekonomi Kreatif Tingkat Lanjutan,1093830886,3.26.05.1.01,Dinas Pariwisata dan Kebudayaan,1009
3.26.05.1.01.02,Peningkatan Peran serta Masyarakat dalam Pengembangan Kemitraan Pariwisata,4284845554,3.26.05.1.01,Dinas Pariwisata dan Kebudayaan,1009
3.26.05.1.01.09,Fasilitasi Pengembangan Kompetensi Sumber Daya Manusia Ekonomi Kreatif,5120657569,3.26.05.1.01,Dinas Pariwisata dan Kebudayaan,1009
3.27.02.1.01.01,"Pengawasan Sebaran Pupuk, Pestisida, Alsintan, dan Sarana Pendukung Pertanian",436755595,3.27.02.1.01,Dinas Tanaman Pangan dan Hortikultura,1016
3.27.02.1.01.02,Koordinasi dan Sinkronisasi Pengawasan Peredaran Sarana Pertanian,455105280,3.27.02.1.01,Dinas Tanaman Pangan dan Hortikultura,1016
3.27.02.1.01.01,"Pengawasan Sebaran Pupuk, Pestisida, Alsintan, dan Sarana Pendukung Pertanian",3154067773,3.27.02.1.01,Dinas Perkebunan,1020
3.27.02.1.01.02,Koordinasi dan Sinkronisasi Pengawasan Peredaran Sarana Pertanian,4093563887,3.27.02.1.01,Dinas Perkebunan,1020
3.27.02.1.02.01,Pengelolaan Penerbitan Sertifikat Benih,381774294,3.27.02.1.02,Dinas Tanaman Pangan dan Hortikultura,1016
3.27.02.1.02.02,"Pengawasan Mutu, Penyediaan dan Peredaran Benih/Bibit Hortikultura",665258190,3.27.02.1.02,Dinas Tanaman Pangan dan Hortikultura,1016
3.27.02.1.02.03,"Pengawasan Mutu, Penyediaan dan Peredaran Benih/Bibit Tanaman Pangan",454849314,3.27.02.1.02,Dinas Tanaman Pangan dan Hortikultura,1016
3.27.02.1.02.01,Pengelolaan Penerbitan Sertifikat Benih,948207960,3.27.02.1.02,Dinas Perkebunan,1020
3.27.02.1.02.04,"Pengawasan Mutu, Penyediaan dan Peredaran Benih/Bibit Perkebunan",6450862805,3.27.02.1.02,Dinas Perkebunan,1020
3.27.02.1.03.03,Pengembangan dan Pelaksanaan Sistem Manajemen Mutu SDG Hewan,10972415647,3.27.02.1.03,Dinas Ketahanan Pangan dan Peternakan,1017
3.27.02.1.03.02,Penilaian Kultivar SDG Tumbuhan dan Mikroorganisme,123102732,3.27.02.1.03,Dinas Tanaman Pangan dan Hortikultura,1016
3.27.02.1.04.01,"Pemberian Bimbingan Peningkatan Produksi Benih/Bibit Ternak dan Tanaman Pakan Ternak, Bahan Pakan, serta Pakan Kewenangan Provinsi",2542802693,3.27.02.1.04,Dinas Ketahanan Pangan dan Peternakan,1017
3.27.02.1.04.02,"Pengembangan dan Pelaksanaan Sistem Manajemen Mutu Benih/Bibit Ternak dan Tanaman Pakan Ternak, Bahan Pakan, serta Pakan Kewenangan Provinsi",13357878159,3.27.02.1.04,Dinas Ketahanan Pangan dan Peternakan,1017
3.27.02.1.05.01,Pengendalian Penyediaan dan Produksi Benih/Bibit Ternak dan Hijauan Pakan Ternak,150000000,3.27.02.1.05,Dinas Ketahanan Pangan dan Peternakan,1017
3.27.02.1.05.02,"Penjaminan Peredaran Benih/Bibit Ternak dan HPT, Bahan Pakan, Pakan",131179640,3.27.02.1.05,Dinas Ketahanan Pangan dan Peternakan,1017
3.27.02.1.06.01,"Pemeriksaan Mutu, Khasiat dan Keamanan Peredaran Obat Hewan",25806432,3.27.02.1.06,Dinas Ketahanan Pangan dan Peternakan,1017
3.27.03.1.01.01,"Perencanaan Pengembangan Prasarana, Kawasan dan Komoditas Pertanian",690000000,3.27.03.1.01,Dinas Ketahanan Pangan dan Peternakan,1017
3.27.03.1.01.10,"Pembangunan, Rehabilitasi dan Pemeliharaan Rutin Gedung UPTD Pertanian serta Sarana Pendukungnya",3618638229,3.27.03.1.01,Dinas Ketahanan Pangan dan Peternakan,1017
3.27.03.1.01.02,"Pengendalian dan Pemanfaatan Prasarana, Kawasan dan Komoditas Pertanian",300632436,3.27.03.1.01,Dinas Tanaman Pangan dan Hortikultura,1016
3.27.03.1.01.09,"Koordinasi, Sinkronisasi dan Penataan Prasarana Pendukung Pertanian Lainnya",7682901938,3.27.03.1.01,Dinas Tanaman Pangan dan Hortikultura,1016
3.27.03.1.01.01,"Perencanaan Pengembangan Prasarana, Kawasan dan Komoditas Pertanian",150000000,3.27.03.1.01,Dinas Perkebunan,1020
3.27.03.1.01.02,"Pengendalian dan Pemanfaatan Prasarana, Kawasan dan Komoditas Pertanian",905662133,3.27.03.1.01,Dinas Perkebunan,1020
3.27.03.1.01.03,"Koordinasi, Sinkronisasi dan Pelaksanaan Pengelolaan Jalan Usaha Tani",411260000,3.27.03.1.01,Dinas Perkebunan,1020
3.27.03.1.01.04,"Koordinasi, Sinkronisasi dan Pelaksanaan Pengelolaan Jaringan Irigasi di Tingkat Usaha Tani",334079020,3.27.03.1.01,Dinas Perkebunan,1020
3.27.03.1.01.10,"Pembangunan, Rehabilitasi dan Pemeliharaan Rutin Gedung UPTD Pertanian serta Sarana Pendukungnya",3090603965,3.27.03.1.01,Dinas Perkebunan,1020
3.27.03.1.02.01,Pelestarian dan Pemanfaatan Wilayah Sumber Bibit Ternak dan Rumpun/Galur Ternak,1309038124,3.27.03.1.02,Dinas Ketahanan Pangan dan Peternakan,1017
3.27.04.1.01.01,Pengendalian Risiko dan Penanggulangan Penyakit Hewan dan Zoonosis,4685470100,3.27.04.1.01,Dinas Ketahanan Pangan dan Peternakan,1017
3.27.04.1.01.02,Pembebasan Penyakit Hewan Menular Lintas Daerah Kabupaten/Kota dalam 1 (satu) Daerah Provinsi,137400000,3.27.04.1.01,Dinas Ketahanan Pangan dan Peternakan,1017
3.27.04.1.02.01,Penilaian Risiko Penyakit Hewan dan Keamanan Produk Hewan,82140000,3.27.04.1.02,Dinas Ketahanan Pangan dan Peternakan,1017
3.27.04.1.02.03,Pengawasan dan Pemeriksaan Kesehatan Hewan dan Produk Hewan di Perbatasan Lintas Daerah Provinsi,78442584,3.27.04.1.02,Dinas Ketahanan Pangan dan Peternakan,1017
3.27.04.1.03.01,Pemenuhan Persyaratan Teknis Sertifikasi Zona/Kompartemen Bebas Penyakit,131859200,3.27.04.1.03,Dinas Ketahanan Pangan dan Peternakan,1017
3.27.04.1.03.02,Pembinaan Penerapan Persyaratan Teknis Sertifikasi Unit Usaha Produk Hewan,946044500,3.27.04.1.03,Dinas Ketahanan Pangan dan Peternakan,1017
3.27.04.1.03.03,Pengujian Laboratorium Kesehatan Hewan dan Kesehatan Masyarakat Veteriner,1340090000,3.27.04.1.03,Dinas Ketahanan Pangan dan Peternakan,1017
3.27.04.1.05.01,Pengelolaan Penerbitan Sertifikat Kesejahteraan Hewan dan Nomor Kontrol Veteriner (NKV),237275000,3.27.04.1.05,Dinas Ketahanan Pangan dan Peternakan,1017
3.27.05.1.01.01,"Pengendalian Organisme Pengganggu Tumbuhan (OPT) Tanaman Pangan, Hortikultura, dan Perkebunan",29916700000,3.27.05.1.01,Dinas Tanaman Pangan dan Hortikultura,1016
3.27.05.1.01.02,"Penanganan Dampak Perubahan Iklim (DPI) Tanaman Pangan, Hortikultura, dan Perkebunan",419532192,3.27.05.1.01,Dinas Tanaman Pangan dan Hortikultura,1016
3.27.05.1.01.03,"Pencegahan, Penanganan Kebakaran Lahan, dan Gangguan Usaha Tanaman Pangan, Hortikultura, dan Perkebunan",101886389,3.27.05.1.01,Dinas Tanaman Pangan dan Hortikultura,1016
3.27.05.1.01.01,"Pengendalian Organisme Pengganggu Tumbuhan (OPT) Tanaman Pangan, Hortikultura, dan Perkebunan",2387056455,3.27.05.1.01,Dinas Perkebunan,1020
3.27.05.1.01.02,"Penanganan Dampak Perubahan Iklim (DPI) Tanaman Pangan, Hortikultura, dan Perkebunan",229450000,3.27.05.1.01,Dinas Perkebunan,1020
3.27.05.1.01.03,"Pencegahan, Penanganan Kebakaran Lahan, dan Gangguan Usaha Tanaman Pangan, Hortikultura, dan Perkebunan",366830520,3.27.05.1.01,Dinas Perkebunan,1020
3.27.06.1.01.03,Pembinaan dan Pengawasan Penerapan Izin Usaha Pertanian,133770836,3.27.06.1.01,Dinas Tanaman Pangan dan Hortikultura,1016
3.27.06.1.01.03,Pembinaan dan Pengawasan Penerapan Izin Usaha Pertanian,330000000,3.27.06.1.01,Dinas Perkebunan,1020
3.27.07.1.01.01,Pengembangan Kompetensi Penyuluh Pertanian ASN,81782106127,3.27.07.1.01,Dinas Tanaman Pangan dan Hortikultura,1016
3.27.07.1.01.02,Kerja Sama Pengembangan Kompetensi Penyuluh Pertanian Swadaya dan Swasta,1395037731,3.27.07.1.01,Dinas Tanaman Pangan dan Hortikultura,1016
3.27.07.1.01.02,Kerja Sama Pengembangan Kompetensi Penyuluh Pertanian Swadaya dan Swasta,181223742,3.27.07.1.01,Dinas Perkebunan,1020
3.27.07.1.02.01,"Diseminasi Informasi Teknis, Sosial, Ekonomi dan Inovasi Pertanian",65000000,3.27.07.1.02,Dinas Ketahanan Pangan dan Peternakan,1017
3.27.07.1.02.02,Pelaksanaan Penyuluhan dan Pemberdayaan Petani,678160000,3.27.07.1.02,Dinas Ketahanan Pangan dan Peternakan,1017
3.27.07.1.02.01,"Diseminasi Informasi Teknis, Sosial, Ekonomi dan Inovasi Pertanian",298868855,3.27.07.1.02,Dinas Tanaman Pangan dan Hortikultura,1016
3.27.07.1.02.02,Pelaksanaan Penyuluhan dan Pemberdayaan Petani,292450000,3.27.07.1.02,Dinas Tanaman Pangan dan Hortikultura,1016
3.27.07.1.02.01,"Diseminasi Informasi Teknis, Sosial, Ekonomi dan Inovasi Pertanian",2513632000,3.27.07.1.02,Dinas Perkebunan,1020
3.27.07.1.02.02,Pelaksanaan Penyuluhan dan Pemberdayaan Petani,1220000000,3.27.07.1.02,Dinas Perkebunan,1020
3.27.07.1.03.01,Pembentukan dan Penguatan Kelembagaan Koorporasi Petani,657988000,3.27.07.1.03,Dinas Tanaman Pangan dan Hortikultura,1016
3.27.07.1.03.02,Pendampingan Manajemen Koorporasi Petani,144350000,3.27.07.1.03,Dinas Tanaman Pangan dan Hortikultura,1016
3.27.07.1.03.03,Penilain Kelayakan dan Standarisasi Manajamen Koorporasi Petani,249821651,3.27.07.1.03,Dinas Tanaman Pangan dan Hortikultura,1016
3.27.07.1.03.01,Pembentukan dan Penguatan Kelembagaan Koorporasi Petani,2276813600,3.27.07.1.03,Dinas Perkebunan,1020
3.27.07.1.03.03,Penilain Kelayakan dan Standarisasi Manajamen Koorporasi Petani,590414569,3.27.07.1.03,Dinas Perkebunan,1020
3.28.03.1.01.04,Koordinasi dan Sinkronisasi Usulan Perubahan Fungsi dan Peruntukan Hutan,225000000,3.28.03.1.01,Dinas Kehutanan,1019
3.28.03.1.02.01,Penyusunan Rencana Pengelolaan Kesatuan Pengelolaan Hutan,125000000,3.28.03.1.02,Dinas Kehutanan,1019
3.28.03.1.04.01,Penyusunan Rencana Tahunan Rehabilitasi Lahan (RTnRL),100000000,3.28.03.1.04,Dinas Kehutanan,1019
3.28.03.1.04.02,Pembangunan Hutan Rakyat di Luar Kawasan Hutan Negara,22606691100,3.28.03.1.04,Dinas Kehutanan,1019
3.28.03.1.04.03,Pembangunan Hutan Kota di Luar Kawasan Hutan Negara,100000000,3.28.03.1.04,Dinas Kehutanan,1019
3.28.03.1.04.05,Penerapan Teknik Konservasi Tanah dan Air Hutan dan Lahan,12330704720,3.28.03.1.04,Dinas Kehutanan,1019
3.28.03.1.04.06,Pengembangan Perbenihan untuk Rehabilitasi Lahan,1198419280,3.28.03.1.04,Dinas Kehutanan,1019
3.28.03.1.04.08,Pembinaan dan/atau Pengawasan dalam rangka Pengembangan Rehabilitasi Lahan,175000000,3.28.03.1.04,Dinas Kehutanan,1019
3.28.03.1.05.04,"Koordinasi, Sinkronisasi dan Pelaksanaan Perlindungan Hutan",250000000,3.28.03.1.05,Dinas Kehutanan,1019
3.28.03.1.06.01,Pengolahan Bahan Baku Hasil Hutan Bukan Kayu Hayati,7098325348,3.28.03.1.06,Dinas Kehutanan,1019
3.28.03.1.06.04,Pengawasan Perizinan Pengolahan Hasil Hutan Bukan Kayu,75000000,3.28.03.1.06,Dinas Kehutanan,1019
3.28.03.1.07.02,Pembinaan dan Pelaksanaan Pengolahan Hasil Hutan Kayu dengan Kapasitas Produksi <6000 m3/Tahun,75000000,3.28.03.1.07,Dinas Kehutanan,1019
3.28.03.1.09.02,Sertifikasi Sumber Benih,100000000,3.28.03.1.09,Dinas Kehutanan,1019
3.28.03.1.09.05,Pengawasan Peredaran Benih dan/atau Bibit,75000000,3.28.03.1.09,Dinas Kehutanan,1019
3.28.04.1.01.02,Pengamanan Kawasan TAHURA Provinsi,400382228,3.28.04.1.01,Dinas Kehutanan,1019
3.28.04.1.02.01,Pengendalian dan Pengawasan Tumbuhan dan Satwa Liar yang tidak Dilindungi dan/atau Tidak Masuk dalam Lampiran CITES,100000000,3.28.04.1.02,Dinas Kehutanan,1019
3.28.05.1.01.01,Peningkatan Kapasitas dan Kompetensi Penyuluh Kehutanan dan SDM Bidang Kehutanan,199809000,3.28.05.1.01,Dinas Kehutanan,1019
3.28.05.1.01.02,Penguatan dan Pendampingan Kelembagaan Kelompok Tani Hutan,190000000,3.28.05.1.01,Dinas Kehutanan,1019
3.28.05.1.01.03,Penyiapan dan Pengembangan Perhutanan Sosial,74990000,3.28.05.1.01,Dinas Kehutanan,1019
3.28.06.1.01.02,Optimalisasi Fungsi dan Daya Dukung Wilayah DAS,150000000,3.28.06.1.01,Dinas Kehutanan,1019
3.28.06.1.01.05,Pengembangan Kelembagaan Pengelolaan DAS,100000000,3.28.06.1.01,Dinas Kehutanan,1019
3.29.02.1.01.03,Pengendalian dan Pengawasan Pemanfaatan Zona Konservasi Air Tanah pada Cekungan Air Tanah,503979176,3.29.02.1.01,Dinas Energi dan Sumber Daya Mineral,1013
3.29.02.1.03.01,Pengumpulan dan Pengolahan Data dan Informasi Nilai Perolehan Air Tanah,102727000,3.29.02.1.03,Dinas Energi dan Sumber Daya Mineral,1013
3.29.02.1.03.03,Pengendalian dan Pengawasan Pemanfaatan Air Tanah,1020158811,3.29.02.1.03,Dinas Energi dan Sumber Daya Mineral,1013
3.29.03.1.01.01,Pengumpulan dan Pengolahan Data dan Informasi Wilayah Izin Usaha Pertambangan Mineral Bukan Logam dan Batuan dalam 1 (satu) Daerah Provinsi dan Wilayah Laut sampai dengan 12 Mil,306582480,3.29.03.1.01,Dinas Energi dan Sumber Daya Mineral,1013
3.29.03.1.03.04,Pengendalian dan Pengawasan Pelaksanaan Perizinan Usaha Pertambangan Mineral Bukan Logam dan Batuan dalam rangka Penanaman Modal Dalam Negeri pada Wilayah Izin Usaha Pertambangan Daerah yang Berada dalam 1 (satu) Daerah Provinsi termasuk Wilayah Laut sampai dengan 12 Mil Laut,662176920,3.29.03.1.03,Dinas Energi dan Sumber Daya Mineral,1013
3.29.03.1.03.05,Pengawasan Teknis Kaidah Pertambangan yang baik Perizinan Usaha Pertambangan Mineral Bukan Logam dan Batuan dalam rangka Penanaman Modal Dalam Negeri pada Wilayah Izin Usaha Pertambangan Daerah yang Berada dalam 1 (satu) Daerah Provinsi Termasuk Wilayah Laut sampai dengan 12 Mil Laut,327071230,3.29.03.1.03,Dinas Energi dan Sumber Daya Mineral,1013
3.29.03.1.04.03,"Penyusunan dan Perumusan Rekomendasi Perizinan dan Informasi Izin Pertambangan Rakyat untuk Komoditas Mineral Logam, Batubara, Mineral Bukan Logam, dan Batuan dalam Wilayah Pertambangan Rakyat",177640000,3.29.03.1.04,Dinas Energi dan Sumber Daya Mineral,1013
3.29.05.1.04.01,Perumusan dan Penetapan Kebijakan Strategi dan Program Konservasi Energi,202600040,3.29.05.1.04,Dinas Energi dan Sumber Daya Mineral,1013
3.29.05.1.04.03,Sosialisasi secara Menyeluruh dan Komprehensif untuk Penggunaan Teknologi yang Menerapkan Konservasi Energi,81577547,3.29.05.1.04,Dinas Energi dan Sumber Daya Mineral,1013
3.29.05.1.04.04,Pengalokasian Anggaran untuk Program Konservasi Energi,1048156982,3.29.05.1.04,Dinas Energi dan Sumber Daya Mineral,1013
3.29.05.1.04.07,Pembinaan dan Pengawasan Konservasi Energi Kewenangan Provinsi,186059855,3.29.05.1.04,Dinas Energi dan Sumber Daya Mineral,1013
3.29.06.1.01.03,Pengendalian dan Pengawasan Pelaksanaan Perizinan Usaha Penyediaan Tenaga Listrik Non Badan Usaha Milik Negara dan Penjualan Tenaga Listrik serta Penyewaan Jaringan kepada Penyedia Tenaga Listrik dalam Daerah Provinsi,350000000,3.29.06.1.01,Dinas Energi dan Sumber Daya Mineral,1013
3.29.06.1.02.03,Pengendalian dan Pengawasan Pelaksanaan Perizinan Operasi yang Fasilitas Instalasinya dalam Daerah Provinsi,1422186191,3.29.06.1.02,Dinas Energi dan Sumber Daya Mineral,1013
3.29.06.1.05.02,Penyusunan Rekomendasi Perizinan dan Informasi Izin Usaha Jasa Penunjang Tenaga Listrik bagi Badan Usaha Dalam Negeri/Mayoritas Sahamnya Dimiliki oleh Penanam Modal Dalam Negeri,0,3.29.06.1.05,Dinas Energi dan Sumber Daya Mineral,1013
3.29.06.1.05.03,Pengendalian dan Pengawasan Pelaksanaan Perizinan Usaha Jasa Penunjang Tenaga Listrik bagi Badan Usaha Dalam Negeri/Mayoritas Sahamnya Dimiliki oleh Penanam Modal Dalam Negeri,131661000,3.29.06.1.05,Dinas Energi dan Sumber Daya Mineral,1013
3.29.06.1.06.04,"Pengumpulan dan Pengolahan Data dan Informasi Sasaran Pembangunan Sarana Penyediaan Tenaga Listrik Belum Berkembang, Daerah Terpencil dan Perdesaan",785441128,3.29.06.1.06,Dinas Energi dan Sumber Daya Mineral,1013
3.29.06.1.06.05,"Koordinasi dan Sinkronisasi Penyediaan Tenaga Listrik Belum Berkembang, Daerah Terpencil dan Perdesaan",287109152,3.29.06.1.06,Dinas Energi dan Sumber Daya Mineral,1013
3.29.06.1.06.07,"Pengendalian dan Pengawasan Pembangunan Sarana Penyediaan Tenaga Listrik Belum Berkembang, Daerah Terpencil dan Perdesaan",200000000,3.29.06.1.06,Dinas Energi dan Sumber Daya Mineral,1013
3.30.02.1.04.01,Koordinasi dan Sinkronisasi Layanan Penerbitan SKA,278557730,3.30.02.1.04,Dinas Perindustrian dan Perdagangan,1015
3.30.03.1.01.01,Penyediaan Sarana dan Prasarana Pusat Distribusi Regional dan Pusat Distribusi Provinsi,13675471140,3.30.03.1.01,Dinas Perindustrian dan Perdagangan,1015
3.30.03.1.01.02,Pembinaan dan Pengendalian Pusat Distribusi Regional dan Pusat Distribusi Provinsi,1167215000,3.30.03.1.01,Dinas Perindustrian dan Perdagangan,1015
3.30.04.1.02.01,Pemantauan Harga dan Stok Barang Kebutuhan Pokok dan Barang Penting pada Pelaku Usaha Distribusi Barang Lintas Kabupaten/Kota,236651120,3.30.04.1.02,Dinas Perindustrian dan Perdagangan,1015
3.30.04.1.02.02,Operasi Pasar dalam rangka Stabilisasi Harga Pangan Pokok yang Dampaknya Beberapa Daerah Kabupaten/Kota dalam 1 (satu) Daerah Provinsi,15487370000,3.30.04.1.02,Dinas Perindustrian dan Perdagangan,1015
3.30.05.1.01.01,Pameran Dagang Internasional/Nasional,400000000,3.30.05.1.01,Dinas Perindustrian dan Perdagangan,1015
3.30.05.1.01.02,Pameran Dagang Lokal,299234000,3.30.05.1.01,Dinas Perindustrian dan Perdagangan,1015
3.30.05.1.01.04,Peningkatan Citra Produk Ekspor,300000000,3.30.05.1.01,Dinas Perindustrian dan Perdagangan,1015
3.30.05.1.01.05,Pembinaan Pelaku Usaha Ekspor,469250836,3.30.05.1.01,Dinas Perindustrian dan Perdagangan,1015
3.30.06.1.01.01,Pemberdayaan Konsumen dan Kelembagaan Perlindungan Konsumen,5095526030,3.30.06.1.01,Dinas Perindustrian dan Perdagangan,1015
3.30.06.1.02.01,Verifikasi Mutu Produk,1035060166,3.30.06.1.02,Dinas Perindustrian dan Perdagangan,1015
3.30.06.1.02.03,Pengembangan Layanan Sertifikasi,1169360000,3.30.06.1.02,Dinas Perindustrian dan Perdagangan,1015
3.30.06.1.03.01,Peningkatan Kapasitas dan Pelaksanaan Pengawasan Barang Beredar dan/atau Jasa sesuai Parameter Ketentuan Perlindungan Konsumen,393082040,3.30.06.1.03,Dinas Perindustrian dan Perdagangan,1015
3.30.06.1.03.02,Fasilitasi Penanganan terhadap Pelanggaran Atas Ketentuan Perlindungan Konsumen,388170440,3.30.06.1.03,Dinas Perindustrian dan Perdagangan,1015
3.30.07.1.01.01,Fasilitasi Promosi Penggunaan Produk Dalam Negeri di Tingkat Provinsi,1025128000,3.30.07.1.01,Dinas Perindustrian dan Perdagangan,1015
3.30.07.1.02.01,Fasilitasi Pemasaran Penggunaan Produk Dalam Negeri di Tingkat Provinsi,0,3.30.07.1.02,Dinas Perindustrian dan Perdagangan,1015
3.31.02.1.01.02,"Koordinasi, Sinkronisasi, dan Pelaksanaan Kebijakan Percepatan Pengembangan, Penyebaran dan Perwilayahan Industri",931094213,3.31.02.1.01,Dinas Perindustrian dan Perdagangan,1015
3.31.02.1.01.04,"Koordinasi, Sinkronisasi, dan Pelaksanaan Pembangunan Sarana dan Prasarana Industri",2738949498,3.31.02.1.01,Dinas Perindustrian dan Perdagangan,1015
3.31.02.1.01.05,"Koordinasi, Sinkronisasi, dan Pelaksanaan Pemberdayaan Industri dan Peran Serta Masyarakat",1931047640,3.31.02.1.01,Dinas Perindustrian dan Perdagangan,1015
3.31.03.1.01.01,"Fasilitasi Pemenuhan Komitmen perolehan IUI, IPUI, IUKI, dan IPKI Kewenangan Provinsi dalam Sistem Informasi Industri Nasional (SIINas) yang Terintegrasi dengan Sistem Pelayanan Perizinan Berusaha Terintegrasi secara Elektronik",693212000,3.31.03.1.01,Dinas Perindustrian dan Perdagangan,1015
3.31.04.1.01.01,"Fasilitasi Pengumpulan, Pengolahan dan Analisis Data Industri, Data Kawasan Industri serta Data Lain Lingkup Provinsi melalui Sistem Informasi Industri Nasional (SIINas)",218271730,3.31.04.1.01,Dinas Perindustrian dan Perdagangan,1015
3.31.04.1.01.03,Pemantauan dan Evaluasi Kepatuhan Perusahaan Industri dan Perusahaan Kawasan Industri Lingkup Provinsi dalam Penyampaian Data ke SIINas,266817700,3.31.04.1.01,Dinas Perindustrian dan Perdagangan,1015
3.32.03.1.01.03,Pelaksanaan Penataan Penduduk Setempat Sekitar Lokasi Kawasan Transmigrasi,318353300,3.32.03.1.01,Dinas Tenaga Kerja dan Transmigrasi,1007
3.32.03.1.01.05,Penyuluhan Transmigrasi,25335000,3.32.03.1.01,Dinas Tenaga Kerja dan Transmigrasi,1007
4.01.02.1.01.01,Fasilitasi Penataan Kelembagaan Provinsi,327937250,4.01.02.1.01,Sekretariat Daerah,1001
4.01.02.1.01.02,Fasilitasi Penataan Kelembagaan Kabupaten/Kota,442810250,4.01.02.1.01,Sekretariat Daerah,1001
4.01.02.1.01.03,Penataan Analisis Jabatan,262349750,4.01.02.1.01,Sekretariat Daerah,1001
4.01.02.1.02.01,Pembinaan Pelaksanaan Reformasi Birokrasi,606589601,4.01.02.1.02,Sekretariat Daerah,1001
4.01.02.1.02.02,Monitoring dan Evaluasi Akuntabilitas Kinerja,557304196,4.01.02.1.02,Sekretariat Daerah,1001
4.01.02.1.02.03,Evaluasi Pelaksanaan Budaya Kerja,262350001,4.01.02.1.02,Sekretariat Daerah,1001
4.01.02.1.02.04,Pengelolaan Tatalaksana Pemerintahan,600000000,4.01.02.1.02,Sekretariat Daerah,1001
4.01.02.1.02.05,Fasilitasi Peningkatan Pelayanan Publik,900000000,4.01.02.1.02,Sekretariat Daerah,1001
4.01.03.1.01.01,Pengelolaan Administrasi Kebijakan Pemerintahan,377240002,4.01.03.1.01,Sekretariat Daerah,1001
4.01.03.1.01.02,Fasilitasi Pelaksanaan Pemerintahan Umum,237148400,4.01.03.1.01,Sekretariat Daerah,1001
4.01.03.1.01.03,Fasilitasi Penataan Wilayah,509444040,4.01.03.1.01,Sekretariat Daerah,1001
4.01.03.1.02.01,Fasilitasi Administrasi Kepala Daerah dan DPRD,398542417,4.01.03.1.02,Sekretariat Daerah,1001
4.01.03.1.02.02,Pengembangan Otonomi dan Penataan Urusan,351487227,4.01.03.1.02,Sekretariat Daerah,1001
4.01.03.1.02.03,Evaluasi dan Penyelenggaraan Pemerintahan,2443854036,4.01.03.1.02,Sekretariat Daerah,1001
4.01.03.1.03.01,Fasilitasi Kerjasama antar Pemerintah,22955742779,4.01.03.1.03,Sekretariat Daerah,1001
4.01.03.1.03.02,Fasilitasi Kerjasama Badan Usaha/Swasta,675501266,4.01.03.1.03,Sekretariat Daerah,1001
4.01.03.1.03.03,Evaluasi Pelaksanaan Kerja Sama,734784516,4.01.03.1.03,Sekretariat Daerah,1001
4.01.04.1.01.01,Pengelolaan Sarana dan Prasarana Spiritual,32564187834,4.01.04.1.01,Sekretariat Daerah,1001
4.01.04.1.01.02,Fasilitasi Kelembagaan Bina Spiritual,185844768340,4.01.04.1.01,Sekretariat Daerah,1001
4.01.04.1.02.01,"Fasilitasi, Koordinasi, Sinkronisasi, Evaluasi, dan Capaian Kinerja Kebijakan Kesejahteraan Rakyat Bidang Pendidikan",86071907500,4.01.04.1.02,Sekretariat Daerah,1001
4.01.04.1.02.02,"Fasilitasi, Koordinasi, Sinkronisasi, Evaluasi, dan Capaian Kinerja Kebijakan Kesejahteraan Rakyat Bidang Kesehatan",500000000,4.01.04.1.02,Sekretariat Daerah,1001
